dataset,id,backbone,arm,y_true,n_img,n_seed,clean_mean,clean_sd,gray_mean,gray_sd,CR_mean,CR_sd
cub200,S1,ResNet-50,resnet50,160,30,5,0.8866666666666667,0.03800584750330459,0.05333333333333333,0.029814239699997195,0.8333333333333334,0.033333333333333326
cub200,S1,ResNet-50,resnet50,161,30,5,0.8266666666666668,0.05477225575051665,0.0,0.0,0.8266666666666668,0.05477225575051665
cub200,S1,ResNet-50,resnet50,162,30,5,0.8133333333333332,0.05055250296034366,0.02,0.018257418583505537,0.7933333333333333,0.04346134936801765
cub200,S1,ResNet-50,resnet50,163,30,5,0.9266666666666667,0.014907119849998594,0.38,0.07302967433402216,0.5466666666666666,0.07673909622147562
cub200,S1,ResNet-50,resnet50,164,30,5,0.8533333333333333,0.038005847503304595,0.22666666666666666,0.027888667551135844,0.6266666666666667,0.05477225575051666
cub200,S1,ResNet-50,resnet50,165,29,5,0.9310344827586207,0.0,0.034482758620689655,0.05972588991616818,0.8965517241379309,0.05972588991616815
cub200,S1,ResNet-50,resnet50,166,30,5,0.6866666666666666,0.038005847503304595,0.0,0.0,0.6866666666666666,0.038005847503304595
cub200,S1,ResNet-50,resnet50,167,29,5,0.8827586206896552,0.030842316931031594,0.013793103448275862,0.018886984741557453,0.8689655172413794,0.028850345742554337
cub200,S1,ResNet-50,resnet50,168,29,5,0.9379310344827587,0.028850345742554347,0.0,0.0,0.9379310344827587,0.028850345742554347
cub200,S1,ResNet-50,resnet50,169,30,5,0.76,0.043461349368017696,0.006666666666666666,0.014907119849998596,0.7533333333333333,0.05055250296034371
cub200,S1,ResNet-50,resnet50,170,30,5,0.8266666666666668,0.04944132324730441,0.26666666666666666,0.08498365855987974,0.56,0.07958224257542217
cub200,S1,ResNet-50,resnet50,171,30,5,0.8266666666666668,0.04944132324730441,0.0,0.0,0.8266666666666668,0.04944132324730441
cub200,S1,ResNet-50,resnet50,172,30,5,0.54,0.0547722557505166,0.14666666666666667,0.11690451944500121,0.3933333333333333,0.10381607668264957
cub200,S1,ResNet-50,resnet50,173,30,5,0.7533333333333333,0.04472135954999584,0.38666666666666666,0.06912147117775908,0.36666666666666664,0.06236095644623238
cub200,S1,ResNet-50,resnet50,174,30,5,0.7533333333333333,0.05055250296034371,0.0,0.0,0.7533333333333333,0.05055250296034371
cub200,S1,ResNet-50,resnet50,175,30,5,0.9666666666666666,1.2412670766236366e-16,0.0,0.0,0.9666666666666666,1.2412670766236366e-16
cub200,S1,ResNet-50,resnet50,176,30,5,0.9733333333333334,0.027888667551135844,0.0,0.0,0.9733333333333334,0.027888667551135844
